GeneModel	Coverage	Integrity
PdomMRNAr1.2-00615.1	1	0.9
PdomMRNAr1.2-00616.1	1	0.35
PdomMRNAr1.2-00617.1	1	0.8
PdomMRNAr1.2-00618.1	1	1
PdomMRNAr1.2-00619.1	0.95	0.88
PdomMRNAr1.2-00620.1	1	1
PdomMRNAr1.2-00621.1	1	1
PdomMRNAr1.2-00622.1	1	1
PdomMRNAr1.2-00623.1	0	NULL
PdomMRNAr1.2-00624.1	1	0.9
PdomMRNAr1.2-00625.1	1	0.97
PdomMRNAr1.2-00626.1	0.99	0.63
PdomMRNAr1.2-00628.1	1	0.93
PdomMRNAr1.2-00629.1	1	1
PdomMRNAr1.2-00630.1	1	0.8
PdomMRNAr1.2-00631.1	1	1
PdomMRNAr1.2-00632.1	1	0.95
PdomMRNAr1.2-00633.1	0	NULL
PdomMRNAr1.2-00634.1	0	NULL
PdomMRNAr1.2-00635.1	0	NULL
PdomMRNAr1.2-00636.1	1	0.55
PdomMRNAr1.2-00637.1	0.84	0.7
PdomMRNAr1.2-00638.1	1	0.91
PdomMRNAr1.2-00639.1	0.96	0.81
PdomMRNAr1.2-00640.1	1	0.9
PdomMRNAr1.2-00641.1	0.99	0.95
PdomMRNAr1.2-00642.1	0.89	0.92
PdomMRNAr1.2-00643.1	1	0.8
PdomMRNAr1.2-00644.1	0.21	0.06
PdomMRNAr1.2-00645.1	0.88	0.26
PdomMRNAr1.2-00646.1	1	0.92
PdomMRNAr1.2-00647.1	1	0.87
PdomMRNAr1.2-00648.1	1	1
PdomMRNAr1.2-00649.1	1	0.65
PdomMRNAr1.2-00650.1	1	0.91
PdomMRNAr1.2-00651.1	1	0.95
PdomMRNAr1.2-00652.1	0.94	0.93
PdomMRNAr1.2-00653.1	0	NULL
PdomMRNAr1.2-00654.1	1	0.95
PdomMRNAr1.2-00655.1	1	0.88
PdomMRNAr1.2-00656.1	0.6	0.18
PdomMRNAr1.2-00657.1	1	1
PdomMRNAr1.2-00658.1	0	NULL
PdomMRNAr1.2-00659.1	0	NULL
PdomMRNAr1.2-00660.1	1	0.95
PdomMRNAr1.2-00661.1	0.68	0.47
PdomMRNAr1.2-00662.1	0.21	0.06
PdomMRNAr1.2-00663.1	1	0.65
PdomMRNAr1.2-00664.1	1	1
PdomMRNAr1.2-00665.1	1	0.92
PdomMRNAr1.2-00666.1	1	0.73
PdomMRNAr1.2-00667.1	0	NULL
PdomMRNAr1.2-00668.1	1	0.91
PdomMRNAr1.2-00669.1	0.98	0.87
PdomMRNAr1.2-00671.1	1	0.72
PdomMRNAr1.2-00672.1	1	0.95
PdomMRNAr1.2-00673.1	0.98	0.71
PdomMRNAr1.2-00674.1	1	0.96
PdomMRNAr1.2-00675.1	0.99	0.86
PdomMRNAr1.2-00676.1	1	1
PdomMRNAr1.2-00677.1	0.42	0.43
PdomMRNAr1.2-00678.1	0	NULL
PdomMRNAr1.2-00679.1	1	0.95
PdomMRNAr1.2-00680.1	1	0.7
PdomMRNAr1.2-00681.1	0	NULL
PdomMRNAr1.2-00682.1	1	0.3
PdomMRNAr1.2-00683.1	0	NULL
PdomMRNAr1.2-00684.1	0.03	0.61
PdomMRNAr1.2-00685.1	0.88	0.27
PdomMRNAr1.2-00686.1	1	0.5
PdomMRNAr1.2-00687.1	0.88	0.27
PdomMRNAr1.2-00688.1	1	0.3
PdomMRNAr1.2-00689.1	1	0.95
PdomMRNAr1.2-00690.1	1	0.9
PdomMRNAr1.2-00691.1	0.23	0.12
PdomMRNAr1.2-00692.1	1	0.94
PdomMRNAr1.2-00693.1	0.8	0.78
PdomMRNAr1.2-00694.1	0.1	0.03
PdomMRNAr1.2-00695.1	0.03	0.01
PdomMRNAr1.2-00696.1	0.99	0.95
PdomMRNAr1.2-00697.1	0.48	0.14
PdomMRNAr1.2-00698.1	1	1
PdomMRNAr1.2-00699.1	1	1
PdomMRNAr1.2-00700.1	0.95	0.45
PdomMRNAr1.2-00701.1	1	0.94
PdomMRNAr1.2-00702.1	1	0.55
PdomMRNAr1.2-00703.1	0	0
PdomMRNAr1.2-00704.1	0	NULL
PdomMRNAr1.2-00705.1	0.56	0.17
PdomMRNAr1.2-00706.1	0	0
PdomMRNAr1.2-00707.1	0.13	0.04
PdomMRNAr1.2-00708.1	1	0.9
PdomMRNAr1.2-00709.1	0.29	0.09
PdomMRNAr1.2-00710.1	1	0.91
PdomMRNAr1.2-00711.1	0.83	0.9
PdomMRNAr1.2-00712.1	1	0.83
PdomMRNAr1.2-00714.1	1	0.73
PdomMRNAr1.2-00716.1	1	1
PdomMRNAr1.2-00717.1	1	1
PdomMRNAr1.2-00718.1	1	1
PdomMRNAr1.2-00719.1	1	0.88
PdomMRNAr1.2-00720.1	0.11	0.03
PdomMRNAr1.2-00721.1	1	1
PdomMRNAr1.2-00722.1	0.14	0.04
PdomMRNAr1.2-00723.1	1	0.95
PdomMRNAr1.2-00724.1	0.99	0.84
PdomMRNAr1.2-00725.1	0.32	0.1
PdomMRNAr1.2-00726.1	1	0.95
PdomMRNAr1.2-00727.1	0.97	0.79
PdomMRNAr1.2-00728.1	0	NULL
PdomMRNAr1.2-00729.1	1	0.98
PdomMRNAr1.2-00730.1	1	1
PdomMRNAr1.2-00731.1	1	1
PdomMRNAr1.2-00732.1	0.97	0.94
PdomMRNAr1.2-00733.1	0.92	0.79
PdomMRNAr1.2-00734.1	1	0.95
PdomMRNAr1.2-00735.1	1	0.99
PdomMRNAr1.2-00736.1	1	0.95
PdomMRNAr1.2-00737.1	1	0.93
PdomMRNAr1.2-00738.1	1	0.95
PdomMRNAr1.2-00739.1	0.06	0.02
PdomMRNAr1.2-00740.1	0.31	0.09
PdomMRNAr1.2-00741.1	1	0.95
PdomMRNAr1.2-00742.1	1	0.8
PdomMRNAr1.2-00743.1	1	0.96
PdomMRNAr1.2-00744.1	1	0.99
PdomMRNAr1.2-00745.1	0.75	0.69
PdomMRNAr1.2-00746.1	1	0.9
PdomMRNAr1.2-00747.1	1	0.88
PdomMRNAr1.2-00748.1	0.34	0.75
PdomMRNAr1.2-00749.1	1	1
PdomMRNAr1.2-00750.1	0.8	0.25
PdomMRNAr1.2-00751.1	0.97	0.52
PdomMRNAr1.2-00752.1	1	1
PdomMRNAr1.2-00753.1	1	0.95
PdomMRNAr1.2-00754.1	1	0.93
PdomMRNAr1.2-00755.1	1	0.97
PdomMRNAr1.2-00756.1	0	NULL
PdomMRNAr1.2-00757.1	1	0.95
PdomMRNAr1.2-00758.1	1	0.9
PdomMRNAr1.2-00759.1	0.82	0.89
PdomMRNAr1.2-00760.1	1	0.95
PdomMRNAr1.2-00761.1	1	1
PdomMRNAr1.2-00762.1	0	NULL
PdomMRNAr1.2-00763.1	1	1
PdomMRNAr1.2-00764.1	1	0.71
PdomMRNAr1.2-00765.1	1	0.7
PdomMRNAr1.2-00766.1	1	0.9
PdomMRNAr1.2-00767.1	1	0.65
PdomMRNAr1.2-00768.1	0.27	0.08
PdomMRNAr1.2-00769.1	0.97	0.73
PdomMRNAr1.2-00770.1	1	1
PdomMRNAr1.2-00771.1	1	0.88
PdomMRNAr1.2-00772.1	0.96	0.87
PdomMRNAr1.2-00773.1	1	0.52
PdomMRNAr1.2-00774.1	1	1
PdomMRNAr1.2-00775.1	0.32	0.09
PdomMRNAr1.2-00776.1	1	0.3
PdomMRNAr1.2-00777.1	0.99	0.95
PdomMRNAr1.2-00778.1	0.64	0.19
PdomMRNAr1.2-00779.1	1	0.9
PdomMRNAr1.2-00780.1	1	0.95
PdomMRNAr1.2-00781.1	1	0.68
PdomMRNAr1.2-00782.1	1	0.73
PdomMRNAr1.2-00783.1	0	0
PdomMRNAr1.2-00784.1	0.97	0.84
PdomMRNAr1.2-00785.1	1	1
PdomMRNAr1.2-00786.1	1	0.95
PdomMRNAr1.2-00787.1	0	NULL
PdomMRNAr1.2-00788.1	1	0.97
PdomMRNAr1.2-00789.1	1	0.67
PdomMRNAr1.2-00790.1	1	0.97
PdomMRNAr1.2-00791.1	1	0.35
PdomMRNAr1.2-00792.1	1	0.95
PdomMRNAr1.2-00794.1	1	1
PdomMRNAr1.2-00795.1	1	1
PdomMRNAr1.2-00796.1	0.12	0.04
PdomMRNAr1.2-00797.1	1	0.89
PdomMRNAr1.2-00798.1	1	1
PdomMRNAr1.2-00799.1	0	NULL
PdomMRNAr1.2-00800.1	0	NULL
PdomMRNAr1.2-00801.1	0.38	0.11
PdomMRNAr1.2-00802.1	1	0.78
PdomMRNAr1.2-00803.1	1	0.95
PdomMRNAr1.2-00804.1	1	0.88
PdomMRNAr1.2-00805.1	0.29	0.29
PdomMRNAr1.2-00806.1	0.72	0.61
PdomMRNAr1.2-00807.1	0	NULL
PdomMRNAr1.2-00808.1	1	1
PdomMRNAr1.2-00809.1	1	0.72
PdomMRNAr1.2-00810.1	1	0.9
PdomMRNAr1.2-00811.1	0.04	0.01
PdomMRNAr1.2-00812.1	1	0.95
PdomMRNAr1.2-00813.1	1	1
PdomMRNAr1.2-00814.1	1	0.84
PdomMRNAr1.2-00815.1	0.97	0.29
PdomMRNAr1.2-00816.1	1	1
PdomMRNAr1.2-00817.1	1	0.85
PdomMRNAr1.2-00818.1	1	0.98
PdomMRNAr1.2-00819.1	1	0.3
PdomMRNAr1.2-00820.1	1	0.3
PdomMRNAr1.2-00821.1	0.1	0.03
PdomMRNAr1.2-00822.1	0	NULL
PdomMRNAr1.2-00823.1	1	0.3
PdomMRNAr1.2-00824.1	0.98	0.58
PdomMRNAr1.2-00825.1	0	NULL
PdomMRNAr1.2-00826.1	0.06	0.02
PdomMRNAr1.2-00827.1	0	NULL
PdomMRNAr1.2-00828.1	1	0.6
PdomMRNAr1.2-00829.1	1	0.93
PdomMRNAr1.2-00830.1	0.98	0.99
PdomMRNAr1.2-00831.1	0	0
PdomMRNAr1.2-00832.1	1	1
PdomMRNAr1.2-00833.1	1	0.96
PdomMRNAr1.2-00834.1	1	0.93
PdomMRNAr1.2-00835.1	1	0.65
PdomMRNAr1.2-00836.1	1	1
PdomMRNAr1.2-00837.1	1	0.98
PdomMRNAr1.2-00838.1	1	0.95
PdomMRNAr1.2-00839.1	0	NULL
PdomMRNAr1.2-00840.1	0	NULL
PdomMRNAr1.2-00841.1	0.43	0.13
PdomMRNAr1.2-00842.1	1	0.97
PdomMRNAr1.2-00843.1	1	0.74
PdomMRNAr1.2-00844.1	1	0.96
PdomMRNAr1.2-00845.1	0.94	0.32
PdomMRNAr1.2-00846.1	1	1
PdomMRNAr1.2-00847.1	1	0.9
PdomMRNAr1.2-00848.1	1	0.95
PdomMRNAr1.2-00849.1	0.41	0.12
PdomMRNAr1.2-00850.1	0.99	0.86
PdomMRNAr1.2-00851.1	1	1
PdomMRNAr1.2-00852.1	0.92	0.27
PdomMRNAr1.2-00853.1	0.85	0.91
PdomMRNAr1.2-00854.1	0.35	0.11
PdomMRNAr1.2-00855.1	0	0
PdomMRNAr1.2-00856.1	1	1
PdomMRNAr1.2-00857.1	1	0.3
PdomMRNAr1.2-00858.1	0.48	0.14
PdomMRNAr1.2-00860.1	0	NULL
PdomMRNAr1.2-00861.1	1	1
PdomMRNAr1.2-00862.1	0	NULL
PdomMRNAr1.2-00863.1	1	0.98
PdomMRNAr1.2-00864.1	1	0.4
PdomMRNAr1.2-00865.1	1	1
PdomMRNAr1.2-00866.1	1	0.75
PdomMRNAr1.2-00867.1	0.03	0.01
PdomMRNAr1.2-00868.1	1	0.99
PdomMRNAr1.2-00869.1	1	0.94
PdomMRNAr1.2-00870.1	1	0.99
PdomMRNAr1.2-00871.1	1	0.3
PdomMRNAr1.2-00872.1	1	1
PdomMRNAr1.2-00873.1	1	0.9
PdomMRNAr1.2-00874.1	1	0.98
PdomMRNAr1.2-00875.1	1	0.9
PdomMRNAr1.2-00876.1	0.99	0.95
PdomMRNAr1.2-00877.1	1	0.96
PdomMRNAr1.2-00878.1	1	0.3
PdomMRNAr1.2-00879.1	1	1
PdomMRNAr1.2-00881.1	1	1
PdomMRNAr1.2-00882.1	1	0.96
PdomMRNAr1.2-00883.1	0.51	0.15
PdomMRNAr1.2-00884.1	1	0.63
PdomMRNAr1.2-00885.1	0.01	0
PdomMRNAr1.2-00886.1	1	1
PdomMRNAr1.2-00887.1	1	0.9
PdomMRNAr1.2-00888.1	1	0.98
PdomMRNAr1.2-00889.1	0.98	0.71
PdomMRNAr1.2-00890.1	0.99	0.6
PdomMRNAr1.2-00891.1	1	0.95
PdomMRNAr1.2-00892.1	0	NULL
PdomMRNAr1.2-00893.1	0	NULL
PdomMRNAr1.2-00894.1	1	1
PdomMRNAr1.2-00895.1	1	0.3
PdomMRNAr1.2-00896.1	1	0.95
PdomMRNAr1.2-00897.1	0.55	0.22
PdomMRNAr1.2-00898.1	1	0.71
PdomMRNAr1.2-00899.1	1	0.95
PdomMRNAr1.2-00900.1	0.91	0.32
PdomMRNAr1.2-00901.1	1	0.95
PdomMRNAr1.2-00902.1	0	NULL
PdomMRNAr1.2-00903.1	0.41	0.27
PdomMRNAr1.2-00904.1	0.94	0.7
PdomMRNAr1.2-00905.1	0.59	0.4
PdomMRNAr1.2-00906.1	1	1
PdomMRNAr1.2-00907.1	0.66	0.41
PdomMRNAr1.2-00908.1	1	0.8
PdomMRNAr1.2-00909.1	1	1
PdomMRNAr1.2-00910.1	1	1
PdomMRNAr1.2-00911.1	1	0.98
PdomMRNAr1.2-00912.1	1	0.9
PdomMRNAr1.2-00913.1	1	0.95
PdomMRNAr1.2-00914.1	0.92	0.81
PdomMRNAr1.2-00915.1	1	0.96
PdomMRNAr1.2-00916.1	0	NULL
PdomMRNAr1.2-00917.1	1	0.99
PdomMRNAr1.2-00918.1	1	0.9
PdomMRNAr1.2-00919.1	1	1
PdomMRNAr1.2-00920.1	1	1
PdomMRNAr1.2-00921.1	1	0.95
PdomMRNAr1.2-00922.1	0.97	0.29
PdomMRNAr1.2-00923.1	1	0.9
PdomMRNAr1.2-00924.1	1	0.84
PdomMRNAr1.2-00925.1	1	1
PdomMRNAr1.2-00926.1	1	0.69
PdomMRNAr1.2-00927.1	0.02	0.01
PdomMRNAr1.2-00928.1	0.69	0.21
PdomMRNAr1.2-00929.1	1	0.9
PdomMRNAr1.2-00930.1	1	0.3
PdomMRNAr1.2-00931.1	0.65	0.32
PdomMRNAr1.2-00932.1	1	0.3
PdomMRNAr1.2-00933.1	1	1
PdomMRNAr1.2-00934.1	1	0.96
PdomMRNAr1.2-00935.1	1	0.9
PdomMRNAr1.2-00936.1	1	0.75
PdomMRNAr1.2-00937.1	1	1
PdomMRNAr1.2-00938.1	1	1
PdomMRNAr1.2-00939.1	1	1
PdomMRNAr1.2-00940.1	0.89	0.77
PdomMRNAr1.2-00941.1	0	NULL
PdomMRNAr1.2-00942.1	1	0.99
PdomMRNAr1.2-00943.1	0.79	0.44
PdomMRNAr1.2-00944.1	1	0.97
PdomMRNAr1.2-00945.1	1	1
PdomMRNAr1.2-00946.1	1	0.87
PdomMRNAr1.2-00947.1	1	0.95
PdomMRNAr1.2-00948.1	0.05	0.02
PdomMRNAr1.2-00949.1	0.87	0.83
PdomMRNAr1.2-00950.1	1	0.72
PdomMRNAr1.2-00951.1	1	0.75
PdomMRNAr1.2-00952.1	1	0.99
PdomMRNAr1.2-00953.1	1	0.97
PdomMRNAr1.2-00954.1	1	0.95
PdomMRNAr1.2-00955.1	1	0.65
PdomMRNAr1.2-00956.1	0	NULL
PdomMRNAr1.2-00957.1	1	0.95
PdomMRNAr1.2-00958.1	1	1
PdomMRNAr1.2-00959.1	1	0.9
PdomMRNAr1.2-00960.1	1	0.78
PdomMRNAr1.2-00961.1	1	0.96
PdomMRNAr1.2-00962.1	1	0.65
PdomMRNAr1.2-00963.1	1	0.78
PdomMRNAr1.2-00964.1	1	0.9
PdomMRNAr1.2-00965.1	1	1
PdomMRNAr1.2-00966.1	0.96	0.29
PdomMRNAr1.2-00967.1	1	1
PdomMRNAr1.2-00968.1	1	1
PdomMRNAr1.2-00969.1	0.03	0.01
PdomMRNAr1.2-00970.1	0.35	0.1
PdomMRNAr1.2-00971.1	1	0.64
PdomMRNAr1.2-00972.1	1	1
PdomMRNAr1.2-00973.1	0.97	0.9
PdomMRNAr1.2-00974.1	1	1
PdomMRNAr1.2-00975.1	1	1
PdomMRNAr1.2-00976.1	1	0.99
PdomMRNAr1.2-00977.1	1	0.96
PdomMRNAr1.2-00978.1	0.03	0.01
PdomMRNAr1.2-00979.1	1	0.97
PdomMRNAr1.2-00980.1	1	0.9
PdomMRNAr1.2-00981.1	1	0.78
PdomMRNAr1.2-00982.1	0.24	0.07
PdomMRNAr1.2-00983.1	1	1
PdomMRNAr1.2-00984.1	0.96	0.6
PdomMRNAr1.2-00985.1	1	1
PdomMRNAr1.2-00986.1	1	0.65
PdomMRNAr1.2-00987.1	1	0.9
PdomMRNAr1.2-00988.1	1	0.9
PdomMRNAr1.2-00989.1	1	1
PdomMRNAr1.2-00990.1	0.95	0.33
PdomMRNAr1.2-00991.1	1	0.99
PdomMRNAr1.2-00992.1	1	0.85
PdomMRNAr1.2-00993.1	1	1
PdomMRNAr1.2-00994.1	0	NULL
PdomMRNAr1.2-00995.1	1	0.55
PdomMRNAr1.2-00996.1	1	0.85
PdomMRNAr1.2-00997.1	0.43	0.13
PdomMRNAr1.2-00998.1	0.12	0.03
PdomMRNAr1.2-00999.1	0.58	0.27
PdomMRNAr1.2-01000.1	1	1
PdomMRNAr1.2-01001.1	1	0.95
PdomMRNAr1.2-01002.1	0.1	0.03
PdomMRNAr1.2-01003.1	0	NULL
PdomMRNAr1.2-01004.1	1	0.9
PdomMRNAr1.2-01005.1	0.92	0.28
PdomMRNAr1.2-01006.1	1	1
PdomMRNAr1.2-01007.1	1	0.8
PdomMRNAr1.2-01008.1	0	NULL
PdomMRNAr1.2-01009.1	1	0.93
PdomMRNAr1.2-01010.1	0.84	0.45
PdomMRNAr1.2-01011.1	1	0.48
PdomMRNAr1.2-01012.1	0.29	0.09
PdomMRNAr1.2-01013.1	0.42	0.13
PdomMRNAr1.2-01014.1	0.97	0.89
PdomMRNAr1.2-01015.1	1	0.95
PdomMRNAr1.2-01016.1	1	0.92
PdomMRNAr1.2-01017.1	1	0.95
PdomMRNAr1.2-01018.1	1	1
PdomMRNAr1.2-01019.1	0.05	0.02
PdomMRNAr1.2-01020.1	0.97	0.8
PdomMRNAr1.2-01021.1	1	0.97
PdomMRNAr1.2-01022.1	1	1
PdomMRNAr1.2-01023.1	1	0.95
PdomMRNAr1.2-01024.1	1	0.95
PdomMRNAr1.2-01025.1	0.44	0.13
PdomMRNAr1.2-01026.1	1	0.8
PdomMRNAr1.2-01027.1	0.99	0.91
PdomMRNAr1.2-01028.1	1	1
PdomMRNAr1.2-01029.1	0	NULL
PdomMRNAr1.2-01030.1	1	0.9
PdomMRNAr1.2-01031.1	1	0.9
PdomMRNAr1.2-01032.1	1	0.3
PdomMRNAr1.2-01033.1	1	0.83
PdomMRNAr1.2-01034.1	1	0.89
PdomMRNAr1.2-01035.1	0.35	0.28
PdomMRNAr1.2-01036.1	0.99	0.79
PdomMRNAr1.2-01037.1	1	0.75
PdomMRNAr1.2-01038.1	0.21	0.26
PdomMRNAr1.2-01039.1	0.03	0.01
PdomMRNAr1.2-01040.1	0.73	0.22
PdomMRNAr1.2-01041.1	1	0.51
PdomMRNAr1.2-01043.1	0	NULL
PdomMRNAr1.2-01044.1	0	NULL
PdomMRNAr1.2-01047.1	0.95	0.73
PdomMRNAr1.2-01049.1	0.71	0.21
PdomMRNAr1.2-01050.1	1	0.65
PdomMRNAr1.2-01051.1	1	0.96
PdomMRNAr1.2-01052.1	1	1
PdomMRNAr1.2-01053.1	1	0.96
PdomMRNAr1.2-01054.1	1	0.8
PdomMRNAr1.2-01055.1	1	0.35
PdomMRNAr1.2-01056.1	1	0.93
PdomMRNAr1.2-01057.1	1	0.85
PdomMRNAr1.2-01058.1	1	0.96
PdomMRNAr1.2-01059.1	0.84	0.45
PdomMRNAr1.2-01060.1	1	1
PdomMRNAr1.2-01061.1	1	0.96
PdomMRNAr1.2-01062.1	1	1
PdomMRNAr1.2-01063.1	1	1
PdomMRNAr1.2-01064.1	1	1
PdomMRNAr1.2-01065.1	1	0.35
PdomMRNAr1.2-01066.1	0.89	0.27
PdomMRNAr1.2-01067.1	0.95	0.42
PdomMRNAr1.2-01068.1	1	0.35
PdomMRNAr1.2-01069.1	1	0.92
PdomMRNAr1.2-01070.1	1	0.95
PdomMRNAr1.2-01071.1	1	0.75
PdomMRNAr1.2-01072.1	1	0.32
PdomMRNAr1.2-01073.1	1	0.4
PdomMRNAr1.2-01074.1	1	0.96
PdomMRNAr1.2-01075.1	1	0.89
PdomMRNAr1.2-01076.1	1	0.92
PdomMRNAr1.2-01077.1	0.96	0.43
PdomMRNAr1.2-01078.1	1	0.73
PdomMRNAr1.2-01079.1	1	0.99
PdomMRNAr1.2-01080.1	1	0.99
PdomMRNAr1.2-01081.1	1	1
PdomMRNAr1.2-01082.1	0.97	0.64
PdomMRNAr1.2-01083.1	1	1
PdomMRNAr1.2-01084.1	1	1
PdomMRNAr1.2-01085.1	1	0.96
PdomMRNAr1.2-01086.1	0.96	0.96
PdomMRNAr1.2-01087.1	1	0.3
PdomMRNAr1.2-01088.1	1	0.96
PdomMRNAr1.2-01089.1	0.96	0.34
PdomMRNAr1.2-01090.1	1	0.98
PdomMRNAr1.2-01091.1	0.58	0.41
PdomMRNAr1.2-01092.1	1	1
PdomMRNAr1.2-01093.1	0.97	0.87
PdomMRNAr1.2-01094.1	1	0.98
PdomMRNAr1.2-01095.1	1	0.91
PdomMRNAr1.2-01096.1	1	0.5
PdomMRNAr1.2-01097.1	0.2	0.07
PdomMRNAr1.2-01098.1	0.92	0.28
PdomMRNAr1.2-01099.1	0.99	0.86
PdomMRNAr1.2-01100.1	0	NULL
PdomMRNAr1.2-01101.1	1	1
PdomMRNAr1.2-01102.1	0.87	0.46
PdomMRNAr1.2-01103.1	0.41	0.37
PdomMRNAr1.2-01104.1	0	NULL
PdomMRNAr1.2-01105.1	1	0.99
PdomMRNAr1.2-01106.1	0	NULL
PdomMRNAr1.2-01107.1	1	0.94
PdomMRNAr1.2-01108.1	1	0.35
PdomMRNAr1.2-01109.1	1	1
PdomMRNAr1.2-01110.1	1	0.9
PdomMRNAr1.2-01111.1	1	0.95
PdomMRNAr1.2-01112.1	1	0.97
PdomMRNAr1.2-01113.1	1	0.7
PdomMRNAr1.2-01114.1	1	0.86
PdomMRNAr1.2-01115.1	0.26	0.08
PdomMRNAr1.2-01116.1	1	0.95
PdomMRNAr1.2-01117.1	1	0.99
PdomMRNAr1.2-01118.1	1	1
PdomMRNAr1.2-01119.1	1	0.65
PdomMRNAr1.2-01120.1	0.58	0.42
PdomMRNAr1.2-01121.1	0	0
PdomMRNAr1.2-01122.1	1	1
PdomMRNAr1.2-01123.1	0.78	0.28
PdomMRNAr1.2-01124.1	1	0.95
PdomMRNAr1.2-01125.1	0.38	0.18
PdomMRNAr1.2-01126.1	1	0.99
PdomMRNAr1.2-01127.1	0.52	0.16
PdomMRNAr1.2-01128.1	1	0.83
PdomMRNAr1.2-01129.1	0.48	0.14
PdomMRNAr1.2-01130.1	0.44	0.69
PdomMRNAr1.2-01131.1	1	0.3
PdomMRNAr1.2-01132.1	1	0.95
PdomMRNAr1.2-01133.1	1	0.6
PdomMRNAr1.2-01134.1	1	0.98
PdomMRNAr1.2-01135.1	0.02	0.01
PdomMRNAr1.2-01136.1	0.17	0.05
PdomMRNAr1.2-01137.1	1	0.75
PdomMRNAr1.2-01138.1	0.08	0.03
PdomMRNAr1.2-01139.1	0.99	0.75
PdomMRNAr1.2-01140.1	0.46	0.14
PdomMRNAr1.2-01141.1	0	NULL
PdomMRNAr1.2-01142.1	0.98	0.75
PdomMRNAr1.2-01143.1	0.97	0.83
PdomMRNAr1.2-01144.1	0.52	0.16
PdomMRNAr1.2-01145.1	0.89	0.39
PdomMRNAr1.2-01146.1	1	0.95
PdomMRNAr1.2-01147.1	0.99	0.86
PdomMRNAr1.2-01148.1	0.97	0.79
PdomMRNAr1.2-01150.1	0	0
PdomMRNAr1.2-01151.1	1	1
PdomMRNAr1.2-01152.1	1	0.99
PdomMRNAr1.2-01153.1	0.21	0.06
PdomMRNAr1.2-01154.1	1	0.9
PdomMRNAr1.2-01155.1	1	0.95
PdomMRNAr1.2-01156.1	1	0.6
PdomMRNAr1.2-01157.1	0.98	0.82
PdomMRNAr1.2-01158.1	1	0.8
PdomMRNAr1.2-01159.1	1	0.96
PdomMRNAr1.2-01160.1	1	0.96
PdomMRNAr1.2-01161.1	0.96	0.89
PdomMRNAr1.2-01162.1	1	0.79
PdomMRNAr1.2-01163.1	1	0.95
PdomMRNAr1.2-01164.1	0	0
PdomMRNAr1.2-01165.1	1	1
PdomMRNAr1.2-01166.1	1	0.3
PdomMRNAr1.2-01167.1	1	0.83
PdomMRNAr1.2-01168.1	0.6	0.58
PdomMRNAr1.2-01169.1	1	0.92
PdomMRNAr1.2-01170.1	1	0.98
PdomMRNAr1.2-01171.1	1	0.3
PdomMRNAr1.2-01172.1	1	0.67
PdomMRNAr1.2-01173.1	1	0.96
PdomMRNAr1.2-01174.1	1	1
PdomMRNAr1.2-01175.1	1	0.95
PdomMRNAr1.2-01176.1	0.98	0.99
PdomMRNAr1.2-01177.1	1	0.6
PdomMRNAr1.2-01178.1	1	0.6
PdomMRNAr1.2-01179.1	0.41	0.12
PdomMRNAr1.2-01180.1	0.88	0.26
PdomMRNAr1.2-01181.1	1	0.92
PdomMRNAr1.2-01182.1	0.14	0.64
PdomMRNAr1.2-01183.1	1	0.88
PdomMRNAr1.2-01184.1	1	1
PdomMRNAr1.2-01185.1	0.69	0.53
PdomMRNAr1.2-01186.1	1	1
PdomMRNAr1.2-01187.1	1	0.93
PdomMRNAr1.2-01188.1	1	0.8
PdomMRNAr1.2-01189.1	0.99	0.3
PdomMRNAr1.2-01190.1	0.07	0.02
PdomMRNAr1.2-01191.1	0	NULL
PdomMRNAr1.2-01192.1	0.26	0.26
PdomMRNAr1.2-01193.1	1	0.86
PdomMRNAr1.2-01194.1	0	NULL
PdomMRNAr1.2-01195.1	1	0.98
PdomMRNAr1.2-01196.1	0.01	0
PdomMRNAr1.2-01197.1	1	0.6
PdomMRNAr1.2-01198.1	1	0.66
PdomMRNAr1.2-01199.1	1	0.62
PdomMRNAr1.2-01200.1	1	0.9
PdomMRNAr1.2-01201.1	1	1
PdomMRNAr1.2-01202.1	0.99	0.9
PdomMRNAr1.2-01203.1	1	0.95
PdomMRNAr1.2-01204.1	1	0.75
PdomMRNAr1.2-01205.1	0.99	0.9
PdomMRNAr1.2-01206.1	1	0.9
PdomMRNAr1.2-01207.1	1	0.95
PdomMRNAr1.2-01208.1	1	1
PdomMRNAr1.2-01209.1	1	1
PdomMRNAr1.2-01210.1	0.99	0.65
PdomMRNAr1.2-01211.1	1	0.97
PdomMRNAr1.2-01212.1	0.58	0.68
PdomMRNAr1.2-01213.1	1	1
PdomMRNAr1.2-01214.1	0.65	0.2
PdomMRNAr1.2-01215.1	1	0.98
PdomMRNAr1.2-01216.1	1	0.95
PdomMRNAr1.2-01217.1	1	0.84
PdomMRNAr1.2-01218.1	0.94	0.73
PdomMRNAr1.2-01219.1	0.86	0.83
PdomMRNAr1.2-01220.1	1	1
PdomMRNAr1.2-01221.1	0	NULL
PdomMRNAr1.2-01222.1	1	0.3
PdomMRNAr1.2-01223.1	0.02	0.01
PdomMRNAr1.2-01224.1	0.51	0.15
PdomMRNAr1.2-01225.1	0	0
PdomMRNAr1.2-01226.1	1	1
PdomMRNAr1.2-01227.1	1	0.89
PdomMRNAr1.2-01228.1	0.95	0.28
